nico,20
jaja,10
kiki,20
ooolll,0
moran,0
malo,10
kkkkkk,10
camiiii,20
ooooops,10
sonia,10
pao},20
noseeee,10
toppp,10
nicooo,60
camila,10
perrito,30
camila,30
jaja,20
jiji,10
madre,10
nico,30
niooo,10
jaja,20
